school,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,duration_sem_per_year,grade_score,overall_band,pte_score, tofel_point,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Advanced Law Enforcement and Investigations - LAW - Oshawa,"Durham is a leading college that offers justice education in Ontario. The Advanced Law Enforcement and Investigations Graduate Certificate Program is delivered in two 14-week semesters that provide students with opportunities to develop relevant applied skills specific to the justice field. Through a hybrid delivery, the program ensures graduates gain experience in dealing with social and organizational issues related to law enforcement agencies and community safety within increasingly diverse communities.",1,2,50,6.5,58,,,11,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Advertising Digital Media Management - ADMM - Oshawa,"We continue to see dramatic shifts in how people consume digital media, influencing the way we communicate, work, play, and shop. Each day we are exposed to thousands of messages competing for our attention. Every message attempts to inform and influence our decision-making and ultimately our behaviour. This graduate program is designed for those with a curiosity and passion for all things digital media – it explores how digital applications and platforms are used to build successful brands. Students gain experience working with real businesses to create impactful digital plans and content that will engage and build strong consumer connections.",1,2,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Autism and Behavioural Sciences - ATBS - Oshawa,"With the rate of Ontarians living with Autism Spectrum Disorder (ASD) continuing to rise, so is the need for skilled professionals who are prepared to use evidence-based interventions to support individuals, as well as their families and caregivers. In this program, which focuses on children, older youth and adults in a variety of settings, students will develop expertise in the collaborative design, implementation and evaluation of effective behavioural intervention plans, according to the principles of Applied Behaviour Analysis. They will also gain valuable work experience through two supervised field placements.",1,2,50,6.5,58,,,5,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Cloud Computing - CLCP - Oshawa,"Want to take your skills and abilities in the IT sector to the next level? Become a leader in securing and managing an organization’s cloud infrastructure and gain the skills employers need to support one of the fastest growing fields in IT. The Cloud Computing program is ideal for individuals with previous experience and education in computer systems, programming or cybersecurity and who want to capitalize on the increasing demand from IT organizations for new professionals to help them secure and manage their cloud infrastructure.",1,2,50,6.5,58,,,2,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Communicative Disorders Assistant - CDA - Oshawa,"Communicative disorders assistants, under the guidance of speech-language pathologists and/or audiologists, help implement effective treatment plans that will assist people of all ages to communicate more effectively.",1,2,50,6.5,58,,,"6,7,8",,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Conflict Resolution and Mediation - CRMD - Oshawa,"The ability to resolve conflict is a 21st-century skill required for success in today’s workforce. Trained dispute resolution professionals are in demand across many careers. Students in this program develop a range of alternative dispute resolution, conflict analysis and conflict communication skills. Our graduates are prepared to negotiate and resolve conflict, in both formal and informal situations, within businesses, communities and families. This program has the unique advantage of providing a highly relevant experiential learning opportunity to students as they run their own conflict resolution service on campus. This hands-on practice can enhance on-the-job effectiveness and ensure our students are ready to handle diverse dispute scenarios, giving our graduates a competitive edge. This program is approved by ADRIO,OAFM and FDRIO, and 100 per cent of our students said the program gave them knowledge and skills that will be useful in their future career.",1,2,50,6.5,58,,,"6,7,8",,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Cybersecurity - CYSC - Oshawa,"Security violations, data breaches, privacy failures and other technology failures are in the news every day and pose a growing threat to business and personal information. This eight-month, full-time graduate certificate program provides students with the security background needed in network technologies, computing hardware, operating systems and protocols to harden and further secure such systems from attack. Students develop, evaluate and support information technology (IT) security solutions by creating cost-effective and secure computing environments that will safeguard networked computer systems, including both on-premise and cloud-based systems. This program helps students become skilled in formulating and organizing security policies and procedures to protect corporate information assets including legal, regulatory and governance issues, and teaches how to detect various hacking and penetration attacks. Students also learn from leaders and industry-connected professors in industry-standard labs.",1,2,50,6.5,58,,,"3,2",,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Data Analytics for Business Decision Making - DATA - Oshawa,"As more organizations rely on data to drive corporate planning and decision-making, increasingly sophisticated business intelligence and data tools are being used to meet the need for extensive data collection and manipulation. This allows the industry to quickly respond to organizational and market opportunities. The Data Analytics for Business Decision Making graduate certificate will prepare you for a career in this high-demand area by teaching you the knowledge and skills that you need to support real-world business decision-making and planning through data insights, data management, and data science.",1,2,50,6.5,58,,,2,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Paralegal - CTAP - Oshawa,"Accredited by the Law Society of Ontario (LSO), this program qualifies graduates to apply to write the LSO’s licensing examination, successful completion of which qualifies the graduate to become an LSO member as a professional, licensed paralegal. Unique to Ontario, the paralegal profession was established to provide affordable legal representation and access to the justice system for people who find themselves facing charges under provincial law or some Criminal Code provisions; those who require legal assistance in dealing with government agencies and tribunals in areas such as human rights, social assistance, immigration and workers compensation; and those who are embroiled in disputes involving residential tenancies or small claims court.",1,2,50,6.5,58,,,11,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Pharmaceutical Science - PHRS - Oshawa,"Prepare for a career in Canada’s strong pharmaceutical sector – a rewarding field that is seeing continuous job growth and demand in response to our growing and aging population. You will help to ensure access to better, safer drugs and consumer products, medical cannabis, and health products, by using your training to contribute to effective formulations, dosages, and manufacturing processes and the assurance of quality for a wide variety of products.",1,2,50,6.5,58,,,"16,17",,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Victimology - VICT - Oshawa,"When a victim/survivor of a criminal offence decides to report what happened to them, they may need support. In this program you will receive the training and skills necessary to advocate for victims and help them access the services they need to rebuild their lives and regain their confidence.",1,2,50,6.5,58,,,11,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Youth Justice and Interventions - YJI - Oshawa,"Durham College's nine academic faculties offer market-driven programs, led by industry experts, across a wide range of disciplines. Explore the program options below and launch your career.",1,2,50,6.5,58,,,6,,100,14000,16000,,CAD,21 days,9,,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Advertising and Marketing Communications - AVMC - Oshawa,"If you have a passion for creativity and a desire to develop powerful advertising and promotional campaigns, this program is for you. We live in an age of digital transformation and disruption, one where advertisers are in a constant battle for consumer attention and ‘screen-time’. Advancements by 'big tech' companies will continue to influence how we work, shop, and communicate. To remain relevant, advertisers and brands must respond with powerful communications that create lasting, meaningful connections.",2,4,50,6.5,58,,,"7,8,9",,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Behavioural Science Technician - BHTN - Oshawa,"The skills of Behavioural Science Technicians are increasingly in demand as Canada’s population continues to seek evidence-based treatment to solve a host of behavioural issues. If you have an interest in human behaviour and a desire to help others improve their quality of life, then this interdisciplinary program is for you. Through a comprehensive mix of theoretical, research and applied courses, you will develop in-demand professional competencies that link the science, clinical, communication and ethical aspects of behavioural science.",2,4,50,6.5,58,,,5,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Broadcasting Radio and Contemporary Media - BRCM - Oshawa,"Television, radio and social media content is evolving at a rapid pace and this program provides you with the knowledge and practical skills to succeed in this constantly evolving sector. Students in this program produce and publish rich, diverse content for a wide variety of live and pre-recorded platforms while mastering the use of social media for professional and personal broadcasting.",2,4,50,6.5,58,,,21,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
Durham College,"With campuses in Oshawa and Whitby, Durham College (DC) offers over 11,000 full-time students access to more than 140 post-secondary programs, including four honours bachelor degree and nine apprenticeship programs. DC enables students to develop career-ready skills for the ever-changing job market by offering an exceptional college education. With a focus on experiential learning, led by experienced faculty, through field placements, applied research, co-ops and other hands-on opportunities, DC grads are known for having the skills and knowledge employers need.","2000 Simcoe St N, Oshawa, ON L1G 0C5, Canada",Canada,"1,5",43600,2000,yes,yes,yes,yes,yes,yes,1967,Building Construction Technician - BDCT - Whitby,"In today's skills-specific job market there is a demand for construction workers with the knowledge and skills to work in the evolving building construction industry. This program will provide foundational skills to transition into the current construction industry with a strong knowledge of the Ontario Building Code, latest edition. You will gain expertise in energy-efficient, sustainable and environmentally responsible homes built with up-to-date materials and low carbon footprint, including Net Ready and Net Zero designs. This is a great opportunity for energetic students to join the booming construction industry. Graduates will meet the Ministry of Labour’s Working at Heights training requirement.  Students will also have the opportunity to complete a co-operative education (co-op) or field placement, which provides invaluable real-life, hands-on work and industry experience that prepare graduates for successful careers.",2,4,50,6.5,58,,,1,,100,14000,16000,,CAD,21 days,9,,Diploma,1,Overall 6.5 No Less Than 6.0,,6,4,,
