school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,sem_per_year,grade_score,overall_band,pte_score, tofel_point,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business Analytics - BAP2 - Barrydowne - 3 semester,"You will gain the skills to extract meaningful insights from very large and complex data sets to support business decision?making. You will learn how to collect, curate, manipulate, encode, and store data sets so it can be analyzed and mined in a way that can be reused and re-purposed to solve challenges and predict trends in any size and type of business. Key areas of study include database design and management, statistics and programming for business analytics, market research, data mining, data visualization, and decision?making through analytics.",1,3,60,6.5,61,84,,"2,1,8",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Community and Health Services Navigation - CHSN - Barrydowne,"This practical and engaging program will equip you with an eclectic skill set to support people in navigating health care, mental health and addictions, social welfare, criminal justice, and developmental and educational settings.You will gain an in-depth understanding of resources across the province and have the opportunity to interact with a variety of professionals, helping you build industry connections as early as semester one.The program is unique as it is relevant for people new to the helping field and for those looking to enhance their skill set. Learning activities are carefully selected to provide you with an engaging and interactive experience.",1,3,60,6.5,61,84,,"16,17",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Crime Analytics - CAGC - Barrydowne,"This program will build upon a college diploma, university degree, or complement the training provided by police services to individuals who are currently serving, or who aspire to launch a career in the emerging field of crime analysis. You will develop an understanding of data storage, analysis, programming, statistics, communication, and foundations of data management within the context of policing. You will gain the skills to extract meaningful insights from large and complex data sets to support evidence based decision-making using a wide range of data and technologies. You will test and apply your knowledge through exercises focusing on critical thinking and problem-solving skills and learn to work as a member of a police major case management team.",1,3,60,6.5,61,84,,11,,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Cybersecurity - CSEC - Barrydowne,"In this two-semester graduate certificate program, students will learn how to protect computers, applications, and networks from unauthorized and malicious users or software. The program will cover key cybersecurity concepts of infrastructure configuration, information system security, risk management and policy, and ethics and law that are integral parts of cybersecurity.",1,,60,6.5,61,84,,2,,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Environmental Monitoring and Impact Assessment - EMPD - Barrydowne,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",1,3,60,6.5,61,84,,"1,5",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Global Business Management - GBGC - Barrydowne,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",2,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Human Resources Management - HMP2 - Barrydowne,"Human resources professionals know all too well that a company is only as good as the people it employs. Earn your certificate in Human Resources, and you?ll have the skills and experience to become a Certified Human Resources Professional (CHRP) by exploring recruiting opportunities, challenges, and strategies; organizational management; labour relations, and more.The curriculum in Human Resources Management is designed to boost your existing qualifications and to support you if you intend to pursue your Certified Human Resources Professional (CHRP) designation. The nine core courses required to access the National Knowledge Exam (NKE) are approved by the Ontario Human Resources Professionals Association. Additional courses include mediation, practitioner seminars, and an seven-week placement in a professional human resources environment.",1,3,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Human Resources Management - HMPD - Barrydowne,"Human resources professionals know all too well that a company is only as good as the people it employs. Earn your certificate in Human Resources, and you?ll have the skills and experience to become a Certified Human Resources Professional (CHRP) by exploring recruiting opportunities, challenges, and strategies; organizational management; labour relations, and more.The curriculum in Human Resources Management is designed to boost your existing qualifications and to support you if you intend to pursue your Certified Human Resources Professional (CHRP) designation. The nine core courses required to access the National Knowledge Exam (NKE) are approved by the Ontario Human Resources Professionals Association. Additional courses include mediation, practitioner seminars, and an seven-week placement in a professional human resources environment.",1,3,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,International Business Management - IBGC - Barrydowne,"If you're interested in pursuing a career in international business management, or upgrading your current skills, this one-year post-diploma graduate certificate program will enable you to gain specialized business knowledge & skills required to effectively manage the aspects of international business activities for an organization.Students will be taught courses in financial management, marketing management, legal issues,  market research, developing a business plan, supply chain management, all in the context of an international business. In addition, courses like Managing Across Cultures and Professional Development will prepare you for the global workforce.",1,3,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Public Relations - PRPD - Barrydowne ,"Learning at your own pace, you?ll develop a valuable communications skill set that will illuminate your career path to a management position in public relations. Experienced professors and industry professionals will lead as you explore how organizations create and maintain relationships with their publics. You will study communications strategies and learn how to communicate effectively, and manage internal and external forces to maintain and enhance reputations for all types and sizes of organizations. This is a growing business with lots of opportunities for graduates to work in their chosen field.",1,,60,6.5,61,84,,6,,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business Analytics - BAPG - Barrydowne,"You will gain the skills to extract meaningful insights from very large and complex data sets to support business decision?making. You will learn how to collect, curate, manipulate, encode, and store data sets so it can be analyzed and mined in a way that can be reused and re-purposed to solve challenges and predict trends in any size and type of business. Key areas of study include database design and management, statistics and programming for business analytics, market research, data mining, data visualization, and decision?making through analytics.The Business Analytics program combines computer science and technology courses with database, research methods, marketing, and communications courses. This combination of courses enables students to find or gather data, use a wide variety of tools to analyze it, and share results through various forms of communication from reports to dashboards and infographics. The goal of the program is to help students become effective and persuasive analysts and communicators who can provide information that will allow industry leaders to  make evidence-informed decisions.",1,3,60,6.5,61,84,,6,,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Cloud Computing - CCBH - Hanson Brampton,"This two-year post-graduate certificate program will focus on understanding the cloud service models; the financial, technological and organizational implications of migrating to the cloud; the storing and sharing of data using the cloud; and the security and privacy implications of cloud computing. In semester four, students are expected to complete a mandatory 15-week paid co-op work term which will offer hands-on professional experience and industry connections.",2,,60,6.5,61,84,,2,,95,15000,18000,,CAD,35 days,"1,5,9",,2 Years,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,International Business Management - IBBH - Hanson Brampton,"This intensive program will enable you to explore key areas of global international business management, including global marketing, finance, and supply chains. You will develop the core skills required to effectively manage the aspects of global business activities for an organization and gain hands-on experience during a placement in the third semester.",1.5,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1.5 year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,International Business Management - IBHP - North York ( Toronto),"This intensive program will enable you to explore key areas of global international business management, including global marketing, finance, and supply chains. You will develop the core skills required to effectively manage the aspects of global business activities for an organization and gain hands-on experience during a placement in the third semester.",1.5,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1.5 year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Mobile Application Development - MAHW - North York ( Toronto),"The demand for access to information on the mobile device continues to grow and evolve. In the first two semesters of this program, students will learn and apply the fundamentals of web and mobile application development for smartphones and tablets. Students will also develop essential programming skills required for the rapidly changing mobile applications.",2,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,2 years,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Mobile Application Development - MAPD - Barrydowne,"This intensive program will enable you to become a highly skilled software developer capable of transforming ideas into effective Android, iOS, and Web-based software solutions. You will become a robust and valuable professional confident in developing software for Android, iOS, and Web. Additionally, you will be skilled at developing competent, database-driven websites, portals, and mobile applications using the latest cloud technologies.Becoming a great software developer is more than just learning how to code - we take pride in helping our students improve their ability to manage time effectively, organize ideas, diagnose and troubleshoot problems, and communicate effectively.",1,3,60,6.5,61,84,,"1,2",,95,15000,18000,,CAD,35 days,"1,5,9",,3 Sem (1 Year),PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Organization Management - MOBH - Hanson Brampton,"This program enables you to leverage your existing career and educational experiences to move into management positions. You will take a series of carefully selected business courses that will build and enhance your skills in critical areas of management such as finance, marketing, human resources, and leadership. These courses are designed to enhance your employability and career advancement.",1,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Organization Management - MOHP - North York ( Toronto),"This program enables you to leverage your existing career and educational experiences to move into management positions. You will take a series of carefully selected business courses that will build and enhance your skills in critical areas of management such as finance, marketing, human resources, and leadership. These courses are designed to enhance your employability and career advancement.",1,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Project Management - PMBH - Hanson Brampton,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",1,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Project Management - PMPD - Barrydowne,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",1,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
Cambrian College new,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Supply Chain Management - SCGC - Barrydowne,"Our environmental program is here to satisfy the interest individuals have in making a difference. The environmental field is a fairly unique field where workers can be doing the kinds of activities they find interesting, working outdoors, while doing a job that makes the world a better place. Our graduate certificate program aims to provide hands-on skills and applied knowledge to students with a theoretical background in the field.Our focus is on environmental monitoring, particularly in fulfillment of Environmental Site and Impact Assessments. Knowledge, reporting and hands-on skills are important aspects of what we deliver.",1,,60,6.5,61,84,,"7,8",,95,15000,18000,,CAD,35 days,"1,5,9",,1 Year,PG,2,Overall 6.5 No Less Than 6.0,,6,4,,
