school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,new_stream,stream_id,other_fees,application_fee,min_tution_fee_per_semester,max_tution_fee,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,credentials,program_level,other_comment,foundation_fee,acceptable_band,module,english_language,program_sort_order
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Arts Fine Arts (Sault St. Marie),"Passion, enthusiasm, a questioning mind, and an ability to do things differently are part and parcel of a creative life and are some of the characteristics it takes to be a visual art student. Pursuing a four-year Bachelor of Fine Arts allows students the opportunity to channel and express their creativity and imagination, but also to hone and perfect their skills by learning about past and present techniques.",3 Years,65,6,63,79,6,,,125,16000,20000,,CAD,22 days,"1,5,9",,3 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Community Economic and Social Development (Sault St. Marie),"Community, economic, and social development provides students with the tools and knowledge to make meaningful change within their community and the world around them. This distinctive interdisciplinary program integrates several disciplines including CESD, social work, sociology, political science, geography, economics, and business administration. Due to the broad-based structure of the program, students will develop a holistic perspective of the world around them and develop the knowledge and understanding to work to advocate for positive change, fight for economic and social equality, and defend human rights, with a specific focus on smaller urban, rural, northern, and Indigenous communities. Students can also minor in environmental sustainability and social justice and globalization.",3 Years,65,6,63,79,"6,13",,,125,16000,20000,,CAD,22 days,"1,5,9",,3 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,English (Sault St. Marie),"Our four-year Bachelor of Arts in English program offers courses in all genres drama, fiction, poetry, and prose  including writers and thinkers from around the world and from the medieval period to the present. Our faculty have expertise across a range of Canadian, British, American, and postcolonial literatures, and a long-standing commitment to the study of the writers who reflect and shape the cultural histories of the people of the English-speaking world.",4 Years,65,6,63,79,"6,15",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Arts (Sault St. Marie),"Our four-year Bachelor of Arts program offers courses in all genres drama, fiction, poetry, and prose  including writers and thinkers from around the world and from the medieval period to the present. Our faculty have expertise across a range of Canadian, British, American, and postcolonial literatures, and a long-standing commitment to the study of the writers who reflect and shape the cultural histories of the people of the English-speaking world.",4 Years,65,6,63,79,6,,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Arts Economics (Sault St. Marie),"Algoma University’s three-year Bachelor of Arts in Economics is a unique program, different from other university programs found across the province.Our program concentrates on theory, applications, and explorations in current and policy-related issues at the regional, national, and international level. Students will study the roles of governmental, business, and financial institutions, as well as individuals as they interact to determine the distribution of a country's total range of goods and services. Courses cover a wide array of topic areas, including environmental economic policies, microeconomics, urban economics, economic development, economics of finance, elementary statistical methods for economists, among others.",3 Years,65,6,63,79,6,,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Biology (Sault St. Marie),"With Algoma U being located in Sault Ste. Marie - a home to a diverse collection of natural systems - there’s no better place for students to explore the biological study of living things. Taking the step to studying biology at Algoma U will grant you a pathway into one of the most mysterious disciplines left on the planet. Scientists estimate that there are between five and 40 million species on the earth, yet, scientists have only identified between one and two million species, meaning that there are still as many as 38 million species to be identified! If you have a questing mind, who seeks to invent, or are in search for answers to complicated questions about the human body, biology could be the perfect fit you.",3 Years,70,6,63,79,16,,,125,16000,20000,,CAD,22 days,"1,5,9",,3 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration (Brampton),"Algoma University four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province.There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration (Sault St. Marie),"Algoma University four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province.There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Accounting (Brampton),"Algoma University four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province.There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Accounting (Sault St. Marie),"Algoma University four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province.There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Aviation Management (Brampton),"This four year, 10 course (30 credit) Aviation Management Specialization, provides pilots (current and future) and those interested in working in the non-flight component of the aviation industry, an opportunity to acquire the skills and abilities they need to enter the job market.The Aviation Management Specialization will provide students in both flight and non-flight options, with current courses relevant to the needs of the aviation industry.  The students will have contact with, and access to, subject matter experts who have relevant experience and networking opportunities that will enhance their careers. The external certification opportunities in the specialization are transferable to the workforce.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Economics (Sault St. Marie),"Algoma University’s four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province. There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Human Resources (Brampton),The four semester (16 -month) Graduate Certificate Human Resources and Business Management prepares students for a career as a Human Resources professional with basic business knowledge to enter or re-enter the workforce quickly. It is suitable for students who already hold another degree but want to acquire skills in business management and HR to complement their work experience and previous education.,4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Human Resources (Sault St. Marie),The four semester (16 -month) Graduate Certificate Human Resources and Business Management prepares students for a career as a Human Resources professional with basic business knowledge to enter or re-enter the workforce quickly. It is suitable for students who already hold another degree but want to acquire skills in business management and HR to complement their work experience and previous education.,4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Marketing (Brampton),"Gursewak Algoma University’s four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province. There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Business Administration Marketing (Sault St. Marie),"Algoma University’s four-year Bachelor of Business Administration degree is a unique program, different from other university programs found across the province. There are countless reasons to study business administration in university. Having a fundamental understanding of business will provide you with the necessary skills needed to succeed in life and is a great investment in your future career.",4 Years,60,6,63,79,"10,7",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Community Development (Sault St. Marie),"Our three-year Bachelor of Arts in Community Development provides students with both the practical and analytical skills needed to effectively work with a variety of communities to bring about societal change. Our program also has a specific focus on northern, rural, remote communities, and Indigenous populations. Community development practitioners often work within a defined geographical area (urban or rural), and with specific groups of people (persons with disabilities, youth, children, families, newcomers, the unemployed, and the homeless). Thus, our program adequately prepares students to be Community development practitioners in Northern Ontario, and to work with a diverse and cross-cultural group of peoples.",4 Years,65,6,63,79,6,,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Community Economic and Social Development (Brampton),"Our three-year Bachelor of Arts in Community Development provides students with both the practical and analytical skills needed to effectively work with a variety of communities to bring about societal change. Our program also has a specific focus on northern, rural, remote communities, and Indigenous populations. Community development practitioners often work within a defined geographical area (urban or rural), and with specific groups of people (persons with disabilities, youth, children, families, newcomers, the unemployed, and the homeless). Thus, our program adequately prepares students to be Community development practitioners in Northern Ontario, and to work with a diverse and cross-cultural group of peoples.",4 Years,65,6,63,79,6,,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Computer Science (Brampton),"Students studying Computer Science will gain a strong theoretical and practical foundation in the study of algorithms, programming languages, hardware architecture, systems software, application software, and tools. They will also develop a solid foundation in data structure, programming, assembly language programming, computer organization, operating systems, theory, software engineering, and computer networking. Students also have the opportunity to explore their individual interests and take courses in artificial intelligence, human-computer interactions, and web data management, among others!",4 Years,65,6,63,79,"1,2",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
Algoma University,"Algoma University, commonly shortened to Algoma U or Algoma, is a public university with its main campus located in Sault Ste. Marie, Ontario, Canada.","1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",Canada,"1,4",3000,300,yes,yes,yes,yes,yes,yes,1965,Computer Science (Sault St. Marie),"Students studying Computer Science will gain a strong theoretical and practical foundation in the study of algorithms, programming languages, hardware architecture, systems software, application software, and tools. They will also develop a solid foundation in data structure, programming, assembly language programming, computer organization, operating systems, theory, software engineering, and computer networking. Students also have the opportunity to explore their individual interests and take courses in artificial intelligence, human-computer interactions, and web data management, among others!",4 Years,65,6,63,79,"1,2",,,125,16000,20000,,CAD,22 days,"1,5,9",,4 Years,Degree,1,Overall 6.0 No Less Than 6.0,,6,4,,
